,producto,link,nombre_prod,Q,precio,anadir,precio_medida,medida,medida_rel,q_medida,medida_
6018,"Hogaza de centeno 50% rebanado
1 ud. (500 g)
1.50 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/59,Hogaza de centeno 50% rebanado,1 ud. (500 g),1.50 € /ud.,Anadir al carro,1.50,ud.,1 ud.,1,ud.
6019,"Pan de molde blanco sin corteza Hacendado
Paquete 16 rebanadas (450 g)
1.00 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/60,Pan de molde blanco sin corteza Hacendado,Paquete 16 rebanadas (450 g),1.00 € /ud.,Anadir al carro,1.00,ud.,16 rebanadas,16,rebanadas
6020,"Pan de molde blanco familiar Hacendado
Paquete 28 rebanadas (820 g)
0.95 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/60,Pan de molde blanco familiar Hacendado,Paquete 28 rebanadas (820 g),0.95 € /ud.,Anadir al carro,0.95,ud.,28 rebanadas,28,rebanadas
6021,"Pan de molde blanco Hacendado
Paquete 16 rebanadas (460 g)
0.59 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/60,Pan de molde blanco Hacendado,Paquete 16 rebanadas (460 g),0.59 € /ud.,Anadir al carro,0.59,ud.,16 rebanadas,16,rebanadas
6022,"Pan de molde 100% integral familiar Hacendado
Paquete 28 rebanadas (820 g)
0.95 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/60,Pan de molde 100% integral familiar Hacendado,Paquete 28 rebanadas (820 g),0.95 € /ud.,Anadir al carro,0.95,ud.,28 rebanadas,28,rebanadas
6023,"Pan de molde 100% integral Hacendado
Paquete 16 rebanadas (460 g)
0.69 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/60,Pan de molde 100% integral Hacendado,Paquete 16 rebanadas (460 g),0.69 € /ud.,Anadir al carro,0.69,ud.,16 rebanadas,16,rebanadas
6024,"Pan de molde 100% integral sin corteza Hacendado
Paquete 16 rebanadas (450 g)
1.10 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/60,Pan de molde 100% integral sin corteza Hacendado,Paquete 16 rebanadas (450 g),1.10 € /ud.,Anadir al carro,1.10,ud.,16 rebanadas,16,rebanadas
6025,"Pan de molde blanco Bimbo natural 100%
Paquete 16 rebanadas (460 g)
1.89 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/60,Pan de molde blanco Bimbo natural 100%,Paquete 16 rebanadas (460 g),1.89 € /ud.,Anadir al carro,1.89,ud.,16 rebanadas,16,rebanadas
6026,"Pan de molde 100% integral Hacendado 0% azucares anadidos
Paquete 16 rebanadas (460 g)
1.09 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/60,Pan de molde 100% integral Hacendado 0% azucares anadidos,Paquete 16 rebanadas (460 g),1.09 € /ud.,Anadir al carro,1.09,ud.,16 rebanadas,16,rebanadas
6027,"Pan de molde blanco rebanada gruesa Hacendado
Paquete 16 rebanadas (820 g)
1.12 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/60,Pan de molde blanco rebanada gruesa Hacendado,Paquete 16 rebanadas (820 g),1.12 € /ud.,Anadir al carro,1.12,ud.,16 rebanadas,16,rebanadas
6028,"Pan de molde sin gluten multicereales Beiker
Paquete 300 g
2.65 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/60,Pan de molde sin gluten multicereales Beiker,Paquete 300 g,2.65 € /ud.,Anadir al carro,2.65,ud.,300 g,300,g
6029,"Pan de molde sin gluten blanco Hacendado
Paquete 12 rebanadas (440 g)
2.75 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/60,Pan de molde sin gluten blanco Hacendado,Paquete 12 rebanadas (440 g),2.75 € /ud.,Anadir al carro,2.75,ud.,12 rebanadas,12,rebanadas
6030,"Laminas sin corteza de pan de molde blanco Hacendado
Paquete 5 ud. (250 g)
1.60 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/60,Laminas sin corteza de pan de molde blanco Hacendado,Paquete 5 ud. (250 g),1.60 € /ud.,Anadir al carro,1.60,ud.,5 ud.,5,ud.
6031,"Pan redondo 5 semillas
Paquete 500 g
1.45 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/60,Pan redondo 5 semillas,Paquete 500 g,1.45 € /ud.,Anadir al carro,1.45,ud.,500 g,500,g
6032,"Barra de pan tradicional
Paquete 700 g
1.15 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/60,Barra de pan tradicional,Paquete 700 g,1.15 € /ud.,Anadir al carro,1.15,ud.,700 g,700,g
6033,"Barra de pan multifibras
Paquete 600 g
1.00 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/60,Barra de pan multifibras,Paquete 600 g,1.00 € /ud.,Anadir al carro,1.00,ud.,600 g,600,g
6034,"Pan de molde espelta 100% integral Hacendado
Paquete 10 rebanadas (275 g)
1.20 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/60,Pan de molde espelta 100% integral Hacendado,Paquete 10 rebanadas (275 g),1.20 € /ud.,Anadir al carro,1.20,ud.,10 rebanadas,10,rebanadas
6035,"Pan de molde con 35% avena Hacendado 0% azucares anadidos con harina 100% integral
Paquete 12 rebanadas (460 g)
1.35 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/60,Pan de molde con 35% avena Hacendado 0% azucares anadidos con harina 100% integral,Paquete 12 rebanadas (460 g),1.35 € /ud.,Anadir al carro,1.35,ud.,12 rebanadas,12,rebanadas
6036,"Pan de molde semillas y pipas de calabaza Hacendado
Paquete 14 rebanadas (580 g)
1.68 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/60,Pan de molde semillas y pipas de calabaza Hacendado,Paquete 14 rebanadas (580 g),1.68 € /ud.,Anadir al carro,1.68,ud.,14 rebanadas,14,rebanadas
6037,"Pan de sandwich cereales Hacendado
Paquete 8 ud. (310 g)
1.09 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/60,Pan de sandwich cereales Hacendado,Paquete 8 ud. (310 g),1.09 € /ud.,Anadir al carro,1.09,ud.,8 ud.,8,ud.
6038,"Pan de molde con 52% centeno Hacendado
Paquete 14 rebanadas (720 g)
1.39 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/60,Pan de molde con 52% centeno Hacendado,Paquete 14 rebanadas (720 g),1.39 € /ud.,Anadir al carro,1.39,ud.,14 rebanadas,14,rebanadas
6039,"Pan de molde 12 cereales y semillas Hacendado
Paquete 18 rebanadas (680 g)
1.50 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/60,Pan de molde 12 cereales y semillas Hacendado,Paquete 18 rebanadas (680 g),1.50 € /ud.,Anadir al carro,1.50,ud.,18 rebanadas,18,rebanadas
6040,"Pan 82% integral de centeno Hacendado
Paquete 500 g
1.25 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/60,Pan 82% integral de centeno Hacendado,Paquete 500 g,1.25 € /ud.,Anadir al carro,1.25,ud.,500 g,500,g
6041,"Hogaza 100% natural
Paquete 365 g
1.00 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/60,Hogaza 100% natural,Paquete 365 g,1.00 € /ud.,Anadir al carro,1.00,ud.,365 g,365,g
6042,"Hogaza sin gluten
Paquete 300 g
2.60 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/60,Hogaza sin gluten,Paquete 300 g,2.60 € /ud.,Anadir al carro,2.60,ud.,300 g,300,g
6043,"Pan del abuelo
Paquete 500 g
1.20 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/60,Pan del abuelo,Paquete 500 g,1.20 € /ud.,Anadir al carro,1.20,ud.,500 g,500,g
6044,"Tortillas de trigo integrales Hacendado
Paquete 10 ud. (360 g)
1.50 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/60,Tortillas de trigo integrales Hacendado,Paquete 10 ud. (360 g),1.50 € /ud.,Anadir al carro,1.50,ud.,10 ud.,10,ud.
6045,"Pan maxi hamburguesa Hacendado
Paquete 4 ud. (300 g)
0.79 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/60,Pan maxi hamburguesa Hacendado,Paquete 4 ud. (300 g),0.79 € /ud.,Anadir al carro,0.79,ud.,4 ud.,4,ud.
6046,"Tortillas de trigo Hacendado
Paquete 10 ud. (360 g)
1.11 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/60,Tortillas de trigo Hacendado,Paquete 10 ud. (360 g),1.11 € /ud.,Anadir al carro,1.11,ud.,10 ud.,10,ud.
6047,"Pan hot dog Hacendado
Paquete 6 ud. (330 g)
0.70 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/60,Pan hot dog Hacendado,Paquete 6 ud. (330 g),0.70 € /ud.,Anadir al carro,0.70,ud.,6 ud.,6,ud.
6048,"Pan de hamburguesa Hacendado sin sesamo
Paquete 4 ud. (220 g)
0.85 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/60,Pan de hamburguesa Hacendado sin sesamo,Paquete 4 ud. (220 g),0.85 € /ud.,Anadir al carro,0.85,ud.,4 ud.,4,ud.
6049,"Maxi tortillas de trigo Hacendado
Paquete 6 ud. (360 g)
1.35 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/60,Maxi tortillas de trigo Hacendado,Paquete 6 ud. (360 g),1.35 € /ud.,Anadir al carro,1.35,ud.,6 ud.,6,ud.
6050,"Mini bocados Hacendado
Paquete 8 ud. (165 g)
1.00 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/60,Mini bocados Hacendado,Paquete 8 ud. (165 g),1.00 € /ud.,Anadir al carro,1.00,ud.,8 ud.,8,ud.
6051,"Pan de Pita Original precocido
2 paquetes x 200 g
1.19 € /pack
Anadir al carro",https://tienda.mercadona.es/categories/60,Pan de Pita Original precocido,2 paquetes x 200 g,1.19 € /pack,Anadir al carro,1.19,pack,2 paquetes,2,paquetes
6052,"Tortillas de maiz sin gluten Old El Paso
Paquete 10 ud. (208 g)
1.95 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/60,Tortillas de maiz sin gluten Old El Paso,Paquete 10 ud. (208 g),1.95 € /ud.,Anadir al carro,1.95,ud.,10 ud.,10,ud.
6053,"Piadinas pan estilo italiano Hacendado
Paquete 4 ud. (320 g)
1.95 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/60,Piadinas pan estilo italiano Hacendado,Paquete 4 ud. (320 g),1.95 € /ud.,Anadir al carro,1.95,ud.,4 ud.,4,ud.
6054,"Mini tortillas de trigo Hacendado
2 paquetes x 150 g
1.50 € /pack
Anadir al carro",https://tienda.mercadona.es/categories/60,Mini tortillas de trigo Hacendado,2 paquetes x 150 g,1.50 € /pack,Anadir al carro,1.50,pack,2 paquetes,2,paquetes
6055,"Pan de hamburguesa 100% integral Hacendado
Paquete 4 ud. (330 g)
1.10 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/60,Pan de hamburguesa 100% integral Hacendado,Paquete 4 ud. (330 g),1.10 € /ud.,Anadir al carro,1.10,ud.,4 ud.,4,ud.
6056,"Pan de hamburguesa Brioche Hacendado
Paquete 2 ud. (110 g)
0.80 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/60,Pan de hamburguesa Brioche Hacendado,Paquete 2 ud. (110 g),0.80 € /ud.,Anadir al carro,0.80,ud.,2 ud.,2,ud.
6057,"Pan de hamburguesa sin gluten Hacendado
Paquete 2 ud. (160 g)
2.00 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/60,Pan de hamburguesa sin gluten Hacendado,Paquete 2 ud. (160 g),2.00 € /ud.,Anadir al carro,2.00,ud.,2 ud.,2,ud.
6058,"Panecillo tostado 100% integral de trigo Hacendado
Paquete 300 g
0.70 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/62,Panecillo tostado 100% integral de trigo Hacendado,Paquete 300 g,0.70 € /ud.,Anadir al carro,0.70,ud.,300 g,300,g
6059,"Pan tostado classic Hacendado
Paquete 6 packs (550 g)
1.30 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/62,Pan tostado classic Hacendado,Paquete 6 packs (550 g),1.30 € /ud.,Anadir al carro,1.30,ud.,6 packs,6,packs
6060,"Panecillo tostado classic Hacendado
Paquete 300 g
0.70 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/62,Panecillo tostado classic Hacendado,Paquete 300 g,0.70 € /ud.,Anadir al carro,0.70,ud.,300 g,300,g
6061,"Mini biscotes de trigo Minigrill
Caja 60 ud. (120 g)
0.50 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/62,Mini biscotes de trigo Minigrill,Caja 60 ud. (120 g),0.50 € /ud.,Anadir al carro,0.50,ud.,60 ud.,60,ud.
6062,"Pan tostado con tomate Hacendado
Paquete 170 g
0.90 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/62,Pan tostado con tomate Hacendado,Paquete 170 g,0.90 € /ud.,Anadir al carro,0.90,ud.,170 g,170,g
6063,"Mini tostadas de trigo Minigrill extra finas
Caja 100 g
1.00 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/62,Mini tostadas de trigo Minigrill extra finas,Caja 100 g,1.00 € /ud.,Anadir al carro,1.00,ud.,100 g,100,g
6064,"Pan tostado cereales y semillas Hacendado
Paquete 6 packs (550 g)
1.99 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/62,Pan tostado cereales y semillas Hacendado,Paquete 6 packs (550 g),1.99 € /ud.,Anadir al carro,1.99,ud.,6 packs,6,packs
6065,"Pan tostado con ajo y perejil Hacendado
Paquete 170 g
0.90 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/62,Pan tostado con ajo y perejil Hacendado,Paquete 170 g,0.90 € /ud.,Anadir al carro,0.90,ud.,170 g,170,g
6066,"Panecillos tostados cereales y semillas Hacendado
Paquete 250 g
0.90 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/62,Panecillos tostados cereales y semillas Hacendado,Paquete 250 g,0.90 € /ud.,Anadir al carro,0.90,ud.,250 g,250,g
6067,"Pan tostado pasas Hacendado
Paquete 120 g
1.00 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/62,Pan tostado pasas Hacendado,Paquete 120 g,1.00 € /ud.,Anadir al carro,1.00,ud.,120 g,120,g
6068,"Pan tostado para dipear y untar Pan Spezial
Paquete 250 g
1.40 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/62,Pan tostado para dipear y untar Pan Spezial,Paquete 250 g,1.40 € /ud.,Anadir al carro,1.40,ud.,250 g,250,g
6069,"Mini tostas de trigo integrales Minigrill extra finas
Caja 100 g
1.00 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/62,Mini tostas de trigo integrales Minigrill extra finas,Caja 100 g,1.00 € /ud.,Anadir al carro,1.00,ud.,100 g,100,g
6070,"Pan tostado 100% integral bajo en sal y en azucares Hacendado
Paquete 6 packs (540 g)
1.95 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/62,Pan tostado 100% integral bajo en sal y en azucares Hacendado,Paquete 6 packs (540 g),1.95 € /ud.,Anadir al carro,1.95,ud.,6 packs,6,packs
6071,"Mini biscotes integrales Minigrill
Caja 60 ud. (120 g)
0.50 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/62,Mini biscotes integrales Minigrill,Caja 60 ud. (120 g),0.50 € /ud.,Anadir al carro,0.50,ud.,60 ud.,60,ud.
6072,"Pan tostado 100% espelta integral Hacendado
Paquete 250 g
1.30 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/62,Pan tostado 100% espelta integral Hacendado,Paquete 250 g,1.30 € /ud.,Anadir al carro,1.30,ud.,250 g,250,g
6073,"Pan tostado vitalite Wasa
Paquete 280 g
2.25 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/62,Pan tostado vitalite Wasa,Paquete 280 g,2.25 € /ud.,Anadir al carro,2.25,ud.,280 g,280,g
6074,"Pan tostado 100% integral
Paquete 6 packs (550 g)
1.45 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/62,Pan tostado 100% integral,Paquete 6 packs (550 g),1.45 € /ud.,Anadir al carro,1.45,ud.,6 packs,6,packs
6075,"Pan rallado Hacendado
Paquete 750 g
0.60 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/62,Pan rallado Hacendado,Paquete 750 g,0.60 € /ud.,Anadir al carro,0.60,ud.,750 g,750,g
6076,"Pan rallado con ajo y perejil Hacendado
Paquete 500 g
0.70 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/62,Pan rallado con ajo y perejil Hacendado,Paquete 500 g,0.70 € /ud.,Anadir al carro,0.70,ud.,500 g,500,g
6077,"Pan rallado casero Hacendado
Paquete 500 g
0.88 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/62,Pan rallado casero Hacendado,Paquete 500 g,0.88 € /ud.,Anadir al carro,0.88,ud.,500 g,500,g
6078,"Pan rallado sin gluten Hacendado
Paquete 350 g
1.95 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/62,Pan rallado sin gluten Hacendado,Paquete 350 g,1.95 € /ud.,Anadir al carro,1.95,ud.,350 g,350,g
6079,"Crackers integrales de espelta Bachman
Caja 4 paquetes (240 g)
1.60 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/62,Crackers integrales de espelta Bachman,Caja 4 paquetes (240 g),1.60 € /ud.,Anadir al carro,1.60,ud.,4 paquetes,4,paquetes
6080,"Pan de fibra y sesamo Hacendado
Paquete 26 ud. (250 g)
0.90 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/62,Pan de fibra y sesamo Hacendado,Paquete 26 ud. (250 g),0.90 € /ud.,Anadir al carro,0.90,ud.,26 ud.,26,ud.
6081,"Crakers tuc saladas Lu
Paquete 2 bolsitas (200 g)
1.55 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/62,Crakers tuc saladas Lu,Paquete 2 bolsitas (200 g),1.55 € /ud.,Anadir al carro,1.55,ud.,2 bolsitas,2,bolsitas
6082,"Galletas saladas salpicks Galbusera
Paquete 16 bolsitas (400 g)
1.50 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/62,Galletas saladas salpicks Galbusera,Paquete 16 bolsitas (400 g),1.50 € /ud.,Anadir al carro,1.50,ud.,16 bolsitas,16,bolsitas
6083,"Crackers 30% integral Galbusera
Paquete 14 bolsitas (500 g)
1.60 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/62,Crackers 30% integral Galbusera,Paquete 14 bolsitas (500 g),1.60 € /ud.,Anadir al carro,1.60,ud.,14 bolsitas,14,bolsitas
6084,"Crackers con sal Galbusera
Paquete 14 bolsitas (500 g)
1.60 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/62,Crackers con sal Galbusera,Paquete 14 bolsitas (500 g),1.60 € /ud.,Anadir al carro,1.60,ud.,14 bolsitas,14,bolsitas
6085,"Mini tartaletas Confiletas
Paquete 16 ud. (112 g)
1.65 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/62,Mini tartaletas Confiletas,Paquete 16 ud. (112 g),1.65 € /ud.,Anadir al carro,1.65,ud.,16 ud.,16,ud.
6086,"Mini volovanes Confiletas
Paquete 12 ud. (60 g)
1.50 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/62,Mini volovanes Confiletas,Paquete 12 ud. (60 g),1.50 € /ud.,Anadir al carro,1.50,ud.,12 ud.,12,ud.
6087,"Crackers sin gluten Hacendado con romero
Paquete 6 bolsitas (200 g)
1.50 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/62,Crackers sin gluten Hacendado con romero,Paquete 6 bolsitas (200 g),1.50 € /ud.,Anadir al carro,1.50,ud.,6 bolsitas,6,bolsitas
6088,"Volovanes Confiletas
Paquete 6 ud. (150 g)
1.85 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/62,Volovanes Confiletas,Paquete 6 ud. (150 g),1.85 € /ud.,Anadir al carro,1.85,ud.,6 ud.,6,ud.
6089,"Crujiletas Confiletas
Paquete 12 ud. (22 g)
1.90 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/62,Crujiletas Confiletas,Paquete 12 ud. (22 g),1.90 € /ud.,Anadir al carro,1.90,ud.,12 ud.,12,ud.
6090,"Tostadas sin gluten Hacendado
Caja 18 ud. (100 g)
1.45 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/62,Tostadas sin gluten Hacendado,Caja 18 ud. (100 g),1.45 € /ud.,Anadir al carro,1.45,ud.,18 ud.,18,ud.
6091,"Picos saladitos Hacendado
Paquete 250 g
1.00 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/64,Picos saladitos Hacendado,Paquete 250 g,1.00 € /ud.,Anadir al carro,1.00,ud.,250 g,250,g
6092,"Picos Hacendado
Paquete 250 g
0.45 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/64,Picos Hacendado,Paquete 250 g,0.45 € /ud.,Anadir al carro,0.45,ud.,250 g,250,g
6093,"Regana Hacendado
Paquete 250 g
0.68 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/64,Regana Hacendado,Paquete 250 g,0.68 € /ud.,Anadir al carro,0.68,ud.,250 g,250,g
6094,"Piquitos bajos en sal Hacendado
Paquete 250 g
1.10 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/64,Piquitos bajos en sal Hacendado,Paquete 250 g,1.10 € /ud.,Anadir al carro,1.10,ud.,250 g,250,g
6095,"Grissini palitos de pan con sesamo Hacendado
2 paquetes x 100 g
1.35 € /pack
Anadir al carro",https://tienda.mercadona.es/categories/64,Grissini palitos de pan con sesamo Hacendado,2 paquetes x 100 g,1.35 € /pack,Anadir al carro,1.35,pack,2 paquetes,2,paquetes
6096,"Picos camperos de Jerez Hacendado
2 paquetes x 200 g
1.08 € /pack
Anadir al carro",https://tienda.mercadona.es/categories/64,Picos camperos de Jerez Hacendado,2 paquetes x 200 g,1.08 € /pack,Anadir al carro,1.08,pack,2 paquetes,2,paquetes
6097,"Rosquillas Hacendado
Paquete 250 g
0.60 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/64,Rosquillas Hacendado,Paquete 250 g,0.60 € /ud.,Anadir al carro,0.60,ud.,250 g,250,g
6098,"Grissini palitos de pan Hacendado
Caja 4 ud. (250 g)
1.50 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/64,Grissini palitos de pan Hacendado,Caja 4 ud. (250 g),1.50 € /ud.,Anadir al carro,1.50,ud.,4 ud.,4,ud.
6099,"Picos sin gluten Hacendado
Paquete 100 g
1.50 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/64,Picos sin gluten Hacendado,Paquete 100 g,1.50 € /ud.,Anadir al carro,1.50,ud.,100 g,100,g
6100,"Picos reventaos Hacendado
Paquete 250 g
0.60 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/64,Picos reventaos Hacendado,Paquete 250 g,0.60 € /ud.,Anadir al carro,0.60,ud.,250 g,250,g
6101,"Palitos de pan con pipas Anitin
2 paquetes x 83 g
1.19 € /pack
Anadir al carro",https://tienda.mercadona.es/categories/64,Palitos de pan con pipas Anitin,2 paquetes x 83 g,1.19 € /pack,Anadir al carro,1.19,pack,2 paquetes,2,paquetes
6102,"Palitos con frutos secos Hacendado
2 paquetes x 60 g
0.95 € /pack
Anadir al carro",https://tienda.mercadona.es/categories/64,Palitos con frutos secos Hacendado,2 paquetes x 60 g,0.95 € /pack,Anadir al carro,0.95,pack,2 paquetes,2,paquetes
