,precio,precio_rel,producto,link,Q,precio_medida,medida,Q_medida
2225,40.0,40 /ud,Caja De 4 Botellas:2 Bot.Protos Tinto 2016 + 2 Bot. De Vina Pedrosa Coleccion Barricas 2018 Tinto,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=672, 4 Botellas:2 Bot.Protos Tinto 2016 + 2 Bot. De Vina Pedrosa Coleccion Barricas 2018 Tinto,40.0,ud,1.0
2226,10.99,15.70 /l,Ron Cacique anejo superior 70 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=672, 70 cl.,15.7,l,0.7
2227,13.39,19.13 /l,Licor 43 70 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=672, 43 70 cl.,19.13,l,0.7
2228,0.68,0.68 /l,Agua mineral Lanjaron 1 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=672, 1 l.,0.68,l,1.0
2229,0.51,17 /kg,Refresco tropical Tang sin gas en polvo 30 g.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=672, 30 g.,17.0,kg,0.03
2230,18.69,18.69 /l,Ginebra Larios Rose premium 1 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=672, 1 l.,18.69,l,1.0
2231,1.27,0.85 /l,Cerveza Carrefour Classic pack de 6 botellas de 25 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=672, 6 botellas de 25 cl.,0.85,l,1.494
2232,14.85,21.21 /l,Tanqueray 0.0,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=672,,21.21,l,0.7
2233,0.68,2.06 /l,Cerveza San Miguel Manila lata 33 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=672, 33 cl.,2.06,l,0.33
2234,4.2,4.20 /ud,Vino D.O. Rioja tinto crianza Carrizal 75 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=672, 75 cl.,4.2,ud,1.0
2235,4.85,4.85 /ud,Marina Alta Blanco 2020,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=672,,4.85,ud,1.0
2236,4.09,5.84 /l,Vodka Vikoroff 70 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=672, 70 cl.,5.84,l,0.7
2237,12.79,12.79 /ud,Pago De Los Capellanes Tinto Roble 2020,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=672,,12.79,ud,1.0
2238,14.89,21.27 /l,Licor Cointreau 70 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=672, 70 cl.,21.27,l,0.7
2239,2.39,2.39 /l,Bebida de fruta kiwi y naranja  Granini Seleccion Mix botella 1 l. ,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=672, 1 l. ,2.39,l,1.0
2240,2.8,2.80 /ud,Vino D.O. Ribera del Duero tinto roble Tres Reinos 75 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=672, 75 cl.,2.8,ud,1.0
2241,13.95,13.95 /ud,Estuche 2 Bot. El Coto Seleccion Vinedos Tinto 2017,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=672, 2 Bot. El Coto Seleccion Vinedos Tinto 2017,13.95,ud,1.0
2242,0.55,1.67 /l,Trina de limon sin gas Zeo lata 33 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=672, 33 cl.,1.67,l,0.329
2243,3.89,2.59 /l,Cerveza rubia Heineken Lager pack de 6 botellas de 25 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=672, 6 botellas de 25 cl.,2.59,l,1.502
2244,1.74,5.27 /l,Cerveza Grimbergen doble ambree botella 33 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=672, 33 cl.,5.27,l,0.33
2245,3.8,3.80 /ud,Vino D.O. Ribera del Duero tinto crianza Tres Reinos 75 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=696, 75 cl.,3.8,ud,1.0
2246,1.16,1.16 /l,Zumo de manzana Don Simon brik 1 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=696, 1 l.,1.16,l,1.0
2247,1.72,1.72 /ud,Vino tinto crianza Sabasan D.O.Navarra 75 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=696, 75 cl.,1.72,ud,1.0
2248,2.39,15.93 /kg,Tang de naranja sin gas en polvo pack 5 sobres 30 g.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=696, 5 sobres 30 g.,15.93,kg,0.15
2249,5.45,0.78 /l,Pepsi light pack de 4 botellas de 1.75 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=696, 4 botellas de 1.75 cl.,0.78,l,6.987
2250,7.55,10.07 /l,Martini Especial Rubino Vermouth,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=696,,10.07,l,0.75
2251,1.94,1.96 /l,Zumo paraiso Original Bifrutas pack de 3 briks 33 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=696, 3 briks 33 cl.,1.96,l,0.99
2252,17.99,17.99 /ud,Vino Mayor de Castilla D.O. Ribera del Duero Roble caja de 6 botellas de 75 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=696, 6 botellas de 75 cl.,17.99,ud,1.0
2253,0.91,1.21 /l,Vino tinto Fuentevina botella 75 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=696, 75 cl.,1.21,l,0.752
2254,1.06,5.30 /l,Tonica Royal Bliss lime sensation botella 20 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=696, 20 cl.,5.3,l,0.2
2255,0.83,0.83 /l,Nectar tropical Carrefour brik 1 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=696, 1 l.,0.83,l,1.0
2256,6.25,6.25 /ud,Faustino Tinto Crianza 2018,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=696,,6.25,ud,1.0
2257,13.39,19.13 /l,Ginebra Larios Rose premium 70 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=696, 70 cl.,19.13,l,0.7
2258,1.51,3.43 /l,Cerveza rubia Ambar Tipo IPA lata 44 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=696, 44 cl.,3.43,l,0.44
2259,0.99,3 /l,Cerveza San Miguel Yakima Valley Ipa lata 33 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=696, 33 cl.,3.0,l,0.33
2260,11.19,11.19 /ud,Pruno Tinto 2019,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=696,,11.19,ud,1.0
2261,0.99,3 /l,Cerveza Daura Marzen Lager sin gluten botella 33 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=696, 33 cl.,3.0,l,0.33
2262,0.67,2.03 /l,Refresco de cereza 7UP con gas lata 33 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=696, 33 cl.,2.03,l,0.33
2263,0.8,2.42 /l,Cerveza San Miguel Premium especial sin gluten botella 33 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=696, 33 cl.,2.42,l,0.331
2264,1.87,1.87 /l,Coca Cola botella 1 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=696, 1 l.,1.87,l,1.0
2265,6.59,6.59 /ud,Tio Pepe Fino,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=696,,6.59,ud,1.0
2266,13.9,13.90 /ud,Estuche 2 Bot. Matsu El Picaro Tinto 2019,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=696, 2 Bot. Matsu El Picaro Tinto 2019,13.9,ud,1.0
2267,5.35,5.35 /ud,Freixenet Espumoso Rosado Sin Alcohol,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=696,,5.35,ud,1.0
2268,2.8,4.67 /l,Zumo de tomate Granini pack 3 botellas de 20 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=720, 3 botellas de 20 cl.,4.67,l,0.6
2269,0.7,0.70 /l,Nectar de manzana Carrefour brik 1 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=720, 1 l.,0.7,l,1.0
2270,3.65,3.65 /l,Zumo de naranja y mango Carrefour botella 1 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=720, 1 l.,3.65,l,1.0
2271,24.2,34.57 /l,Johnnie Walker Black LabelWhisky,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=720,,34.57,l,0.7
2272,1.35,4.09 /l,Cider Ladron de manzanas sabor frutos rojos lata 33 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=720, 33 cl.,4.09,l,0.33
2273,6.07,6.07 /ud,Vino dulce Malaga Virgen 75 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=720, 75 cl.,6.07,ud,1.0
2274,0.71,2.15 /l,7UP de lima-limon botella 33 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=720, 33 cl.,2.15,l,0.33
2275,2.09,2.79 /l,Sidra Zapiain natural 75 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=720, 75 cl.,2.79,l,0.749
2276,0.85,2.58 /l,Refresco de naranja Schweppes con gas lata 33 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=720, 33 cl.,2.58,l,0.329
2277,0.83,2.52 /l,Tinto de verano con limon sin alcohol La Casera lata 33 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=720, 33 cl.,2.52,l,0.329
2278,0.79,3.16 /l,Royal Bliss bohemian berry sensation lata 25 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=720, 25 cl.,3.16,l,0.25
2279,7.35,3.71 /l,Cerveza1906 pack de 4 Red Vintage 33 cl.+ 2 Galician Irish Red Ale 33 cl.+ Copa,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=720, 4 Red Vintage 33 cl.+ 2 Galician Irish Red Ale 33 cl.+ Copa,3.71,l,1.981
2280,2.19,2.19 /ud,Cava Bonaval semiseco 75 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=720, 75 cl.,2.19,ud,1.0
2281,3.95,1.99 /l,Green Cola zero azucar pack 6 latas 33 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=720, 6 latas 33 cl.,1.99,l,1.985
2282,0.85,2.58 /l,Schweppes citrus lata 33 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=720, 33 cl.,2.58,l,0.329
2283,0.99,3.96 /l,Agua con gas Perrier con zumo de limon y guayaba 250 ml,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=720, 250 ml,3.96,l,0.25
2284,2.95,2.95 /ud,Cava Castell del Llac dulce 75 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=720, 75 cl.,2.95,ud,1.0
2285,1.13,0.75 /l,Tinto de verano con limon sin alcohol Don Simon botella 1.5 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=720,,0.75,l,1.507
2286,0.94,0.63 /l,Agua mineral Carrefour con limon y pomelo 1.5 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=720,,0.63,l,1.492
2287,2.09,2.09 /ud,Vino frizzante rosado Joven Capel 75 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=720, 75 cl.,2.09,ud,1.0
2288,9.43,13.47 /l,Brandy Torres solera Reserva 5 anos 70 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=720, 5 anos 70 cl.,13.47,l,0.7
2289,4.95,7.07 /l,Crema de whisky O'Galwan sabor caramelo 70 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=720, 70 cl.,7.07,l,0.7
2290,1.06,2.12 /l,Agua mineral con gas Vichy Catalan natural sabor limon 50 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=720, 50 cl.,2.12,l,0.5
2291,7.25,7.25 /l,Pacharan Andui 1 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=744, 1 l.,7.25,l,1.0
2292,2.75,8.33 /l,Cerveza tostada azul Chimay belga trapense botella 33 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=744, 33 cl.,8.33,l,0.33
2293,2.84,0.83 /l,Refresco de cola Pepsi pack de 2 botellas de 1.75 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=744, 2 botellas de 1.75 cl.,0.83,l,3.422
2294,0.4,0.80 /l,Cerveza Carrefour especial lata 50 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=744, 50 cl.,0.8,l,0.5
2295,7.49,7.49 /ud,Marques De Caceres Crianza Tinto Crianza 2017,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=744,,7.49,ud,1.0
2296,3.75,3.75 /ud,Vino Sangue di Giuda tinto Bautista Marti 75 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=744, 75 cl.,3.75,ud,1.0
2297,1.25,0.62 /l,Bebida de fruta de pina Juver 20% de zumo brik 2 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=744, 2 l.,0.62,l,2.016
2298,15.99,15.99 /l,Whisky Dewar's White Label escoces 1 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=744, 1 l.,15.99,l,1.0
2299,27.5,27.50 /l,Whisky Tennessee Jack Daniel's 1 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=744, 1 l.,27.5,l,1.0
2300,22.1,31.57 /l,Chivas Regal Whisky,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=744,,31.57,l,0.7
2301,10.49,10.49 /ud,Paco & Lola Blanco 2020,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=744,,10.49,ud,1.0
2302,0.91,0.61 /l,Refresco Carrefour sabor fresa con gas botella 1.5 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=744,,0.61,l,1.492
2303,2.09,2.09 /ud,Vino frizzante blanco Joven Capel 75 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=744, 75 cl.,2.09,ud,1.0
2304,30.75,17.57 /l,Ron Brugal anejo superior 1.75 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=744,,17.57,l,1.75
2305,15.45,15.45 /l,Ron Bacardi Carta blanca 1 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=744, 1 l.,15.45,l,1.0
2306,12.53,12.53 /l,Licor de hierbas Ruavieja 1 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=744, 1 l.,12.53,l,1.0
2307,2.7,2.70 /ud,Vino fino Cortijo de Ceret D.O.Jerez-Xeres-Sherry 75 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=744, 75 cl.,2.7,ud,1.0
2308,27.9,39.86 /l,Cardhu Gold Whisky Reserva,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=744,,39.86,l,0.7
2309,1.39,0.93 /l,Trina de manzana sin gas 1.5 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=744,,0.93,l,1.495
2310,12.99,12.99 /l,VODKA IMPORTACION SMIRNOFF 1L,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=744,,12.99,l,1.0
2311,4.09,4.09 /ud,Sandara Blanco Espumoso Blanco,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=744,,4.09,ud,1.0
2312,18.0,18 /ud,Estuche De 3 Botellas Beronia Tinto Crianza 2018,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=744, 3 Botellas Beronia Tinto Crianza 2018,18.0,ud,1.0
2313,1.5,0.75 /l,Kas de manzana botella de 2 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=744, 2 l.,0.75,l,2.0
2314,1.34,2.68 /l,Cerveza Erdinger Weissbier alemana de trigo botella 50 cl,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=744, 50 cl,2.68,l,0.5
2315,1.25,0.62 /l,Bebida de fruta de melocoton Juver 20% de zumo brik 2 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=768, 2 l.,0.62,l,2.016
2316,1.2,1 /l,Nectar de naranja sin azucar anadido Carrefour pack de 6 Brik de 20 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=768, 6 Brik de 20 cl.,1.0,l,1.2
2317,20.95,20.95 /ud,Estuche 2 Bot. Habla Del Silencio Tinto 2020,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=768, 2 Bot. Habla Del Silencio Tinto 2020,20.95,ud,1.0
2318,0.63,1.91 /l,Cerveza Mahou Mixta Shandy con limon lata 33 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=768, 33 cl.,1.91,l,0.33
2319,22.1,31.57 /l,Ginebra Bombay Sapphire Sunset 70 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=768, 70 cl.,31.57,l,0.7
2320,0.55,1.67 /l,Refresco de manzana Trina sin gas lata 33 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=768, 33 cl.,1.67,l,0.329
2321,1.35,2.70 /l,Fanta de limon botella 50 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=768, 50 cl.,2.7,l,0.5
2322,2.25,6.82 /l,Cerveza Mahou Barrica Bourbon botella 33 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=768, 33 cl.,6.82,l,0.33
2323,2.69,1.79 /l,Cerveza Mahou Clasica pack de 6 botellas de 25 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=768, 6 botellas de 25 cl.,1.79,l,1.503
2324,27.9,39.86 /l,Martin Miller Ginebra,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=768,,39.86,l,0.7
2325,0.99,1.98 /l,Burn Zero bebida energetica Rasperry lata 50 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=768, 50 cl.,1.98,l,0.5
2326,18.5,18.50 /ud,Caja de 6 botella de vino tinto reserva Faustino Rivero Ulecia D.O. Utiel-Requena 75 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=768, 6 botella de vino tinto reserva Faustino Rivero Ulecia D.O. Utiel-Requena 75 cl.,18.5,ud,1.0
2327,6.79,6.79 /ud,Cava Codorniu brut reserva 75 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=768, 75 cl.,6.79,ud,1.0
2328,12.15,12.15 /l,Ginebra Gordon's 1 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=768, 1 l.,12.15,l,1.0
2329,2.35,7.83 /l,Smoothie super antioxidante de kiwi. pepino. manzana. te matcha. semillas de lino y vitaminas Innocent botella 30 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=768, 30 cl.,7.83,l,0.3
2330,0.99,3.96 /l,Agua con gas Perrier con zumo de melocoton y cereza 250 ml.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=768, 250 ml.,3.96,l,0.25
2331,0.99,3.96 /l,Cider La Prohibida botella 25 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=768, 25 cl.,3.96,l,0.25
2332,1.15,0.77 /l,Tinto de verano clasico Don Simon botella 1.5 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=768,,0.77,l,1.494
2333,2.39,2.39 /l,Bebida de fruta naranja y mango Granini Seleccion Mix botella 1 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=768, 1 l.,2.39,l,1.0
2334,0.8,1.60 /l,Agua mineral con gas Font Vella50 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=768,,1.6,l,0.5
2335,1.39,1.11 /l,Agua mineral Font Vella Levite con zumo de naranja 1.25 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=768,,1.11,l,1.252
2336,0.82,1.64 /l,Bebida energetica Carrefour Energy sabor tropical 50 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=768, 50 cl.,1.64,l,0.5
2337,13.6,19.43 /l,Tequila Jose Cuervo especial reposado 70 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=768, 70 cl.,19.43,l,0.7
2338,4.55,0.91 /l,Vino tinto Senorio Extremeno 5 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=792, 5 l.,0.91,l,5.0
2339,0.99,3 /l,Agua mineral con gas Vichy Catalan natural sabor lima-limon 33 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=792, 33 cl.,3.0,l,0.33
2340,2.15,2.15 /ud,Vino rosado joven Tres Reinos D.O.Ca. Rioja 75 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=792, 75 cl.,2.15,ud,1.0
2341,16.99,24.27 /l,TanquerayRangpur Ginebra,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=792,,24.27,l,0.7
2342,8.25,8.25 /ud,Coto De Imaz Tinto Reserva 2016,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=792,,8.25,ud,1.0
2343,5.49,5.49 /ud,Cune Blanco 2020,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=792,,5.49,ud,1.0
2344,20.0,20 /ud,Estuche 2 Bot. Marques De Caceres Tinto 2016,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=792, 2 Bot. Marques De Caceres Tinto 2016,20.0,ud,1.0
2345,1.9,1.90 /ud,Vino D.O. La Mancha tinto reserva Vina Lobon 75 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=792, 75 cl.,1.9,ud,1.0
2346,11.25,3.75 /l,Vermut Zarro rojo de grifo 3 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=792, 3 l.,3.75,l,3.0
2347,4.99,4.99 /ud,El Hayedo Verdejo Blanco 2020,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=792,,4.99,ud,1.0
2348,0.99,1.98 /l,Cerveza Mahou 5 Estrellas especial lata 50 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=792, 5 Estrellas especial lata 50 cl.,1.98,l,0.5
2349,1.53,1.53 /l,Vino blanco de mesa Cumbre de Gredos brik 1 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=792, 1 l.,1.53,l,1.0
2350,2.25,1.12 /l,Vino tinto de mesa Vegas del Rivilla botella 2 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=792, 2 l.,1.12,l,2.009
2351,2.79,2.79 /ud,Manzanilla D.O. Sanlucar de Barrameda Los Jarales 75 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=792, 75 cl.,2.79,ud,1.0
2352,0.95,2.88 /l,Cerveza Cruzcampo Ipa Andalusian lata de 33 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=792, 33 cl.,2.88,l,0.33
2353,5.29,1.60 /l,Cerveza Cruzcampo Especial pack de 10 latas de 33 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=792, 10 latas de 33 cl.,1.6,l,3.306
2354,1.33,2.66 /l,Nestea te negro con limon bajo en calorias botella 50 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=792, 50 cl.,2.66,l,0.5
2355,3.35,2.23 /l,Nectar de pina Granini botella 1.5 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=792,,2.23,l,1.502
2356,8.79,8.79 /ud,Vino D.O. Ribera del Duero tinto crianza Protos 37.5 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=792,,8.79,ud,1.0
2357,1.91,1.91 /l,Agua mineral Solan de Cabras natural multifrutas 1 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=792, 1 l.,1.91,l,1.0
2358,0.92,2.79 /l,Cerveza Ambar Export tostada Tres Maltas lata 33 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=792, 33 cl.,2.79,l,0.33
2359,1.53,1.53 /ud,Vino frizzante amabile rosado Bollicina 75 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=792, 75 cl.,1.53,ud,1.0
2360,2.39,2.39 /l,Nectar de platano Granini Seleccion botella 1 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=792, 1 l.,2.39,l,1.0
2361,2.85,2.85 /l,Zumo de manzana Granini ecologico botella 1 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=792, 1 l.,2.85,l,1.0
2362,15.89,15.89 /ud,Valtravieso Tinto Crianza 2018,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=816,,15.89,ud,1.0
2363,3.75,3.75 /ud,Chuvia Mencia Tinto 2020,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=816,,3.75,ud,1.0
2364,0.79,3.82 /l,Bebida de Malta Polar sin alcohol botella 20.7 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=816,,3.82,l,0.207
2365,1.17,1.17 /ud,Vino D.O. Mancha blanco Airen Vina Lobon 75 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=816, 75 cl.,1.17,ud,1.0
2366,14.03,14.03 /l,Whisky Passport Scotch escoces 1 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=816, 1 l.,14.03,l,1.0
