,producto,precio,cantidad,medida
5736,Comida perro adulto Supreme Compy con pollo y arroz,19.95,10.0,kg
5737,Comida perro junior Compy con pollo y arroz,12.0,10.0,kg
5738,Ministick dental para perro Compy,1.98,0.25,kg
5739,Stick dental para perro Compy con menta,1.35,0.208,kg
5740,Hueso dental para perro Compy,1.65,0.576,kg
5741,Bolsas para residuos caninos Kordis Doggy bags,1.3,45.0,ud
5742,Champu perro con aloe vera Krislin,1.95,0.31,L
5743,Agua de colonia para perros y gatos Krislin,2.95,0.25,L
5744,Anti orines para perros y gatos Krislin,2.95,0.25,L
5745,Spray anti-insectos para perros y gatos Krislin,3.0,0.25,L
5746,Collar anti-insectos perro Krislin,2.18,1.0,ud
5747,Pipetas anti-insectos para perro Krislin,4.6,2.0,ud
5748,Snack perro palitos de carne Compy con pollo y ternera,1.0,0.2,kg
5749,Snack perro corazones Compy,1.29,0.35,kg
5750,Snack perro huesitos junior Compy con leche,0.98,0.05,kg
5751,Snack perro tiras sabor bacon Compy,1.89,0.25,kg
5752,Snack perro salchichas Compy,1.5,0.095,kg
5753,Snack perro barritas Compy de pollo y ternera,1.0,0.2,kg
5754,Snack perro barritas Compy con ternera y cordero,1.2,0.088,kg
5755,Snack perro barritas Compy con pollo e higado,1.2,0.088,kg
5756,Snack perro salmones tiernos Compy con salmon fresco,1.45,0.35,kg
5757,Snack perro adulto galletas Compy con pollo y ternera,1.2,0.35,kg
5758,Snack perro adulto galletas Compy con pollo y ternera,2.0,0.7,kg
5759,Snack perro barritas Compy con salmon y pollo,1.2,0.088,kg
5760,Alimento completo para Periquitos Granzoo,1.25,1.0,kg
5761,Barritas de multivitaminas para Periquitos Natura,1.5,0.27,kg
5762,Barritas de fruta y miel para Periquitos Natura,1.5,0.27,kg
5763,Alimento completo para Canarios y Jilgueros Granzoo,1.3,1.0,kg
5764,Barritas de fruta y miel para Canarios Natura,1.5,0.27,kg
5765,Barritas de huevo para Canarios Natura,1.5,0.243,kg
5766,Alimento completo para Loros y Cotorras Granzoo,1.9,0.7,kg
5767,Alimento completo para Ninfa y Agaporni Granzoo,1.5,0.8,kg
5768,Mezcla de gammarus para Tortugas Dr. Wu Tetra,1.98,0.02,kg
5769,Gammarus para Tortugas Dr. Wu Tetra,6.15,0.1,kg
5770,Alimento completo sticks para Tortuga Dr. Wu Tetra,3.65,0.055,kg
5771,Alimento completo para Peces de agua fria Dr. Wu Tetra,2.4,0.052,kg
5772,Alimento completo para Peces Tropicales Dr. Wu Tetra,2.99,0.052,kg
5773,Tratamiento para el agua del grifo Dr. Wu Tetra,6.0,0.25,L
5774,Alimento completo para Conejos enanos Granzoo,1.26,0.8,kg
5775,Alimento completo para Hamsters Granzoo,1.05,0.5,kg
5776,Barritas de miel para Roedores Natura,1.5,0.224,kg
5777,Lecho vegetal para pequenas mascotas Nuske,4.5,8.0,L
5778,Heno para conejos y roedores Granzoo con manzanilla,2.5,0.5,kg
5779,Berlina al cacao,1.2,0.96,kg
5780,Berlina al cacao,2.0,3.84,kg
5781,Croissant de mantequilla 26%,0.29,0.05,kg
5782,Berlina glace,1.2,0.8,kg
5783,Trenza con nueces 4%,0.6,0.08,kg
5784,Rosquillas al cacao,1.0,1.274,kg
5785,12 Mini croissants de mantequilla,1.5,2.88,kg
5786,Pastel de crema 65%,0.34,0.05,kg
5787,6 Caracolas rellenas de cacao,1.25,1.68,kg
5788,Ensaimada,0.65,0.083,kg
5789,Napolitana 3 chocolates 29%,0.7,0.085,kg
5790,Bizcocho tradicional Hacendado,1.79,0.45,kg
5791,Caracola con pasas 10%,0.65,0.103,kg
5792,Bizcocho de chocolate,3.0,0.8,kg
5793,8 Magdalenas con azucar,1.55,3.04,kg
5794,Bizcocho con azucar moreno y nueces,2.4,0.43,kg
5795,Magdalenas con pepitas de chocolate,1.75,3.04,kg
5796,8 Medias noches,1.55,1.76,kg
5797,Muffin chocolate 3%,1.0,0.12,kg
5798,Magdalenas 100% integrales sin azucares anadidos,2.5,3.04,kg
5799,Magdalenas de yogur,1.15,2.7,kg
5800,Bizcocho sin gluten y sin lactosa,2.25,0.3,kg
5801,Magdalenas sin gluten y sin lactosa,2.1,1.8,kg
5802,Xuxu relleno de crema 49%,0.43,0.051,kg
5803,Xuxu rayado relleno de chocolate 57%,0.43,0.058,kg
5804,Bizcocho de chocolate sin gluten y sin lactosa,2.8,0.3,kg
5805,Surtido croissants rellenos de crema de cacao y crema con leche sabor a chocolate blanco,2.0,2.4,kg
5806,Bizcocho cuna relleno de crema cubierto de chocolate,1.3,0.22,kg
5807,3 Croissants curvados de mantequilla 24%,1.0,0.54,kg
5808,Croissant de albaricoque 6% con curcuma,0.9,0.06,kg
5809,Bizcocho de yogur Hacendado,2.75,0.8,kg
5810,Suspiros de merengue sin gluten,1.7,0.1,kg
5811,Napolitana mixta,0.7,0.13,kg
5812,Empanada rellena de atun,3.5,0.5,kg
5813,Mini saladas,1.98,9.36,kg
5814,12 Mini saladas,1.0,2.4,kg
5815,Empanada rellena de atun,6.25,12.0,kg
5816,Empanada de verduras,3.2,0.5,kg
5817,Empanada rellena de pollo y setas con crema de queso,3.5,0.5,kg
5818,Croissant de tortilla 32%,1.05,0.1,kg
5819,Croissant mixto,1.05,0.1,kg
5820,Empanada bolonesa,3.5,0.5,kg
5821,Magdalenas Hacendado,1.7,0.615,kg
5822,Valencianas Hacendado,2.2,0.7,kg
5823,Croissant Hacendado,1.5,0.43,kg
5824,Croissant relleno de crema al cacao Hacendado,1.3,0.375,kg
5825,Bollo con pepitas de chocolate Choco Buns,1.1,1.5,kg
5826,Ensaimadas Hacendado,1.2,0.35,kg
5827,Pan de leche Hacendado,1.8,0.48,kg
5828,Bocaditos banados al cacao Hacendado,1.3,0.5,kg
5829,Sobaos Hacendado,1.0,0.48,kg
5830,Crepes rellenos de chocolate,1.09,1.152,kg
5831,Palmeritas Hacendado,1.0,6.48,kg
5832,Gofres clasicos Punto Gofre,0.98,0.22,kg
5833,Magdalenas con crema de cacao Hacendado,1.26,0.42,kg
5834,Gofres con chocolate Punto Gofre,1.39,0.28,kg
5835,Bocaditos Hacendado,0.9,0.37,kg
5836,Mini croissant banado al cacao Hacendado,1.0,0.185,kg
5837,Tortas de anis Hacendado,1.09,1.2,kg
5838,Napolitanas con crema de cacao Hacendado,1.0,0.32,kg
5839,Rosegones pasta de almendras Hacendado,1.3,0.25,kg
5840,Bizcocho con cobertura de cacao Phoskitos relleno de leche,2.55,0.64,kg
5841,Bizcochos Hacendado,1.25,0.3,kg
5842,Muffins con chips de chocolate Horno de San Juan,1.69,1.32,kg
5843,Bizcochos de huevo Sancho Panza,1.0,0.4,kg
5844,Napolitanas con crema Hacendado,1.15,0.34,kg
5845,Tortas de aceite Ines Rosales,1.5,1.08,kg
5846,Bollycao cacao Bimbo,1.75,0.54,kg
5847,Tortas de aceite Ines Rosales sin azucar,1.9,0.75,kg
5848,Mantecadas Hacendado,1.79,0.52,kg
5849,Bizcocho marmol sin lactosa Ballara 0% azucares anadidos,1.95,0.4,kg
5850,Pancakes Hacendado,2.2,1.188,kg
5851,Bizcocho de chocolate sin gluten Hacendado,1.75,0.8,kg
5852,Magdalenas sin gluten Hacendado,2.3,0.21,kg
5853,Croissant integral 0% azucares anadidos Hacendado,1.35,0.21,kg
5854,Magdalenas integrales 0% azucares anadidos Hacendado,1.5,0.28,kg
5855,Panettone con pasas y naranja Giuseppe,2.7,0.5,kg
5856,Panettone con pepitas de chocolate Giuseppe,2.7,0.5,kg
5857,Tortas de Alcazar,1.29,1.5,kg
5858,Bizcocho banado en chocolate con leche Cadbury delight,1.5,0.175,kg
5859,Magdalenas sabor limon Hacendado,1.15,0.38,kg
5860,Brownie bizcocho de chocolate Hacendado,1.8,1.92,kg
5861,Bizcocho de naranja Hacendado,1.95,0.4,kg
5862,Bizcocho de coco Hacendado,1.95,0.4,kg
5863,Pandoro Balocco,4.25,0.75,kg
5864,Espiral al cacao Hacendado,0.22,0.06,kg
5865,Volcano Hacendado,0.22,0.06,kg
5866,Bizcocho con bano de cacao Hacendado,0.22,0.058,kg
5867,Rosquilla rosa Hacendado,0.22,0.06,kg
5868,Pasta de almendra Hacendado,0.22,0.06,kg
5869,Coquito,0.13,0.035,kg
5870,Palmera de cacao Hacendado sin azucar anadido,0.34,0.09,kg
5871,Rosquillas al cacao Hacendado,0.12,0.032,kg
5872,Hojaldre cabello de Ãngel Hacendado,0.38,0.1,kg
5873,Hojaldre de manzana Hacendado,0.34,0.09,kg
5874,Palmera crema de avellana Hacendado,0.38,0.1,kg
5875,Cana de cacao Hacendado,0.38,0.1,kg
5876,Palmera Hacendado,0.13,0.035,kg
5877,Pasta banada Hacendado,0.13,0.035,kg
5878,Rollo con sabor nata Hacendado,0.15,0.041,kg
5879,Marquesas Hacendado,2.95,0.25,kg
5880,Polvoron de almendra La Muralla,0.16,0.04,kg
5881,Polvoroncito de chocolate La Muralla,0.14,0.035,kg
5882,Rosco de vino y almendra La Muralla,0.12,0.03,kg
5883,Mantecado casero La Muralla,0.2,0.05,kg
5884,Mantecado de limon La Muralla,0.16,0.04,kg
5885,Mantecado de cacao La Muralla,0.16,0.04,kg
5886,Mantecado de aceite de oliva La Muralla,0.16,0.04,kg
5887,Mantecado de coco La Muralla,0.16,0.04,kg
5888,Mantecado de canela La Muralla,0.16,0.04,kg
5889,Mantecado casero sin azucar anadido La Muralla,0.16,0.04,kg
5890,Mantecado de limon sin azucar anadido La Muralla,0.16,0.04,kg
5891,Hojaldrada de crema sin azucar anadido La Muralla,0.14,0.035,kg
5892,Mantecado de cacao sin gluten La Muralla,0.16,0.04,kg
5893,Mantecado de limon sin gluten La Muralla,0.16,0.04,kg
5894,Hojaldrada al chocolate La Muralla,0.18,0.045,kg
5895,Bolitas de coco Antiu Xixona,0.08,0.02,kg
5896,Alfajor de almendra La Muralla,0.11,0.028,kg
5897,Cortadillo de cabello de Ãngel La Muralla,0.18,0.045,kg
5898,Hojaldrada La Muralla,0.12,0.03,kg
5899,Surtido Navideno 8 variedades de mantecados y polvorones La Muralla,4.0,1.0,kg
5900,Pan de Cadiz Hacendado,2.5,0.25,kg
5901,Huesos de santo Hacendado,2.2,0.2,kg
5902,Almendras rellenas de turron Hacendado,2.45,0.15,kg
5903,Mazapan de Soto Hacendado,2.65,0.2,kg
5904,Figuritas de mazapan Hacendado,1.7,0.2,kg
5905,Harina de trigo Hacendado,0.5,1.0,kg
5906,Harina de trigo grande Hacendado,2.25,5.0,kg
5907,Harina de fuerza,0.7,1.0,kg
5908,Preparado para bizcochos con levadura incorporada,0.8,1.0,kg
5909,Harina de maiz blanco precocida Hacendado,1.5,1.0,kg
5910,Preparado para rebozar Harinera del Mar sin huevo y tempura,1.45,1.0,kg
5911,Harina fina de maiz Hacendado,0.7,0.4,kg
5912,Harina integral de trigo Aragonesa,0.8,1.0,kg
5913,Preparado para pizzas Hacendado,0.65,0.5,kg
5914,Harina de espelta Hacendado 100% integral,1.45,1.0,kg
5915,Harina para fritos Nurture,0.8,1.0,kg
5916,Harina de arroz Hacendado,0.95,0.5,kg
5917,Harina de almortas de la Mancha,1.35,0.5,kg
5918,Preparado panificable Hacendado sin gluten,2.2,0.82,kg
5919,Preparado para bizcocho bolo sin gluten Hacendado,2.2,0.375,kg
5920,Harina de centeno integral Hacendado,1.0,0.5,kg
5921,Harina de garbanzo Hacendado,1.2,0.5,kg
5922,Chocolate negro Hacendado fundir,0.9,0.2,kg
5923,Levadura en polvo Royal,1.85,0.4,kg
5924,Levadura en polvo Hacendado,0.5,0.54,kg
5925,Gasificante reposteria casera Hacendado,0.49,0.352,kg
5926,Gelatina neutra en laminas Hacendado,0.99,0.24,kg
5927,Preparado en polvo cuajada azucarada Royal sabor lacteo,1.13,0.192,kg
5928,Preparado en polvo flan Royal,1.4,0.186,kg
5929,Gotas de chocolate negro para fundir Hacendado,1.5,0.25,kg
5930,Preparado en polvo flan Hacendado,0.85,0.19,kg
5931,Chocolate blanco Hacendado fundir,1.3,0.2,kg
5932,Preparado en polvo flanes y natillas Maizena Potax,1.0,1.152,kg
5933,Base de tarta Hacendado,2.5,0.35,kg
5934,Aroma de vainilla Hacendado,2.1,0.15,L
5935,Preparado en polvo natillas Hacendado,0.85,0.089,kg
5936,Preparado en polvo gelatina pina Hacendado,1.05,0.34,kg
5937,Preparado en polvo para crepes Hacendado,1.4,0.2,kg
5938,Preparado en polvo gelatina fresa Hacendado,1.05,0.34,kg
5939,Preparado gelatina maracuya Hacendado,1.05,0.34,kg
5940,Preparado en polvo gelatina fresa Hacendado 0% azucar,1.19,0.026,kg
5941,Preparado en polvo gelatina arandano Hacendado 0% azucar,1.19,0.031,kg
5942,Aroma agua de azahar Hacendado,1.8,0.15,L
5943,Agar en polvo gelificante 100% vegetal Hacendado,1.95,0.032,kg
5944,Chocolate negro Hacendado fundir 0% azucares anadidos,1.5,0.2,kg
5945,Chocolate con leche Hacendado fundir,1.1,0.2,kg
5946,Preparado gelatina limon Hacendado,1.05,0.34,kg
5947,Levadura de panaderia Hacendado,1.4,0.7,kg
5948,Preparado en polvo crema pastelera Hacendado,2.0,0.348,kg
5949,Masa de hojaldre sin gluten Hacendado,2.4,0.28,kg
5950,Masa fresca hojaldre Hacendado,2.25,0.52,kg
5951,Masa para empanadillas y postres Buitoni,0.89,2.56,kg
5952,Masa fresca Hacendado hojaldre con mantequilla,2.38,0.52,kg
5953,Masa fresca quebrada brisa Hacendado,2.38,0.46,kg
5954,Masa fresca empanada Hacendado,2.38,0.46,kg
5955,Masa filo Hacendado,1.8,0.25,kg
5956,3 Barras de pan,1.1,2.25,kg
5957,Barra de pan,0.45,0.25,kg
5958,3 Barras de pan aceite de oliva,1.3,1.8,kg
5959,Barra pan de aceite de oliva,0.44,0.2,kg
5960,Barra pan de pueblo,1.15,0.8,kg
5961,Barra de pan 41% integral,0.43,0.21,kg
5962,Barra de pan rustica,0.45,0.25,kg
5963,3 Baguettes masa madre,1.15,2.1,kg
5964,Baguette masa madre,0.4,0.25,kg
5965,Barra de pan campesina masa madre,0.55,0.25,kg
5966,Barra de pan sin sal anadida,0.53,0.21,kg
5967,2 Baguettes para hornear Hacendado,0.75,0.6,kg
5968,Baguette sin gluten,1.55,0.175,kg
5969,Barra de pan picos,0.77,0.4,kg
5970,Barra de pan chapata,1.0,0.4,kg
5971,Pan de trigo espelta 100%,1.25,0.27,kg
5972,Pan de nueces 8.5%,1.5,0.35,kg
5973,Pan mono,1.35,0.5,kg
5974,Pan bregado,1.5,0.5,kg
5975,Pan campeon del mundo,1.89,0.75,kg
5976,Pan integral 100%,1.6,0.35,kg
5977,Pan Broa de maiz 24%,1.4,0.5,kg
5978,Pan con semillas 12.5%,1.5,0.36,kg
5979,Hogaza de centeno 50%,1.5,0.5,kg
5980,Pan de pistacho 6% y frutos rojos 6%,1.99,0.2,kg
5981,5 Bocadillos,1.0,0.7,kg
5982,Bocadillo,0.2,0.14,kg
5983,Pan de cristal redondo,0.35,0.078,kg
5984,Panecillo de queso 18%,0.35,0.08,kg
5985,4 Panes chapata de cristal masa madre. sin aditivos y con aceite de oliva,1.0,0.28,kg
5986,Pan mini semillas,0.25,0.09,kg
5987,5 Barras de pan 51% integral,1.0,0.625,kg
5988,Panecillo harina integral 50% de trigo sin sal anadida,0.2,0.08,kg
5989,6 Panes de leche 3%,1.3,0.48,kg
5990,6 Panes pulguitas sin aditivos,0.78,0.24,kg
5991,Panecillo de ajo 1.2%,0.22,0.026,kg
5992,Panecillo campeon del mundo,0.25,0.08,kg
5993,Panecillo de trigo integral 30%,0.19,0.07,kg
5994,6 Panes de centeno 51%,1.3,0.468,kg
5995,11 Panecillos,1.0,0.495,kg
5996,Panecillo,0.1,0.045,kg
5997,Pan Viena,0.25,0.08,kg
5998,3 Panes molletes,1.0,0.315,kg
5999,6 Panecillos integrales 100%,0.8,0.27,kg
6000,Pan mono rebanado,1.35,0.5,kg
6001,Pan bregado rebanado,1.5,0.5,kg
6002,Pan campeon del mundo rebanado,1.89,0.75,kg
6003,Pan integral 100% rebanado,1.6,0.35,kg
6004,Pan de trigo espelta 100% rebanado,1.25,0.27,kg
6005,Pan de nueces 8.5% rebanado,1.5,0.35,kg
6006,Barra pan de pueblo rebanada,1.15,0.8,kg
6007,3 Barras de pan rebanadas,1.1,2.25,kg
6008,Barra de pan rebanada,0.45,0.25,kg
6009,3 Barras de pan aceite de oliva rebanadas,1.3,1.8,kg
6010,Barra pan de aceite de oliva rebanada,0.44,0.2,kg
6011,Barra de pan 41% integral rebanada,0.43,0.21,kg
6012,Barra de pan rustica rebanada,0.45,0.25,kg
6013,Barra de pan campesina masa madre rebanada,0.55,0.25,kg
6014,Barra de pan sin sal anadida rebanada,0.53,0.21,kg
6015,Barra de pan picos rebanado,0.77,0.4,kg
6016,Pan Broa de maiz 24% rebanado,1.4,0.5,kg
6017,Pan con semillas 12.5% rebanado,1.5,0.36,kg
6018,Hogaza de centeno 50% rebanado,1.5,0.5,kg
6019,Pan de molde blanco sin corteza Hacendado,1.0,7.2,kg
6020,Pan de molde blanco familiar Hacendado,0.95,22.96,kg
6021,Pan de molde blanco Hacendado,0.59,7.36,kg
6022,Pan de molde 100% integral familiar Hacendado,0.95,22.96,kg
6023,Pan de molde 100% integral Hacendado,0.69,7.36,kg
6024,Pan de molde 100% integral sin corteza Hacendado,1.1,7.2,kg
6025,Pan de molde blanco Bimbo natural 100%,1.89,7.36,kg
6026,Pan de molde 100% integral Hacendado 0% azucares anadidos,1.09,7.36,kg
6027,Pan de molde blanco rebanada gruesa Hacendado,1.12,13.12,kg
6028,Pan de molde sin gluten multicereales Beiker,2.65,0.3,kg
6029,Pan de molde sin gluten blanco Hacendado,2.75,5.28,kg
6030,Laminas sin corteza de pan de molde blanco Hacendado,1.6,1.25,kg
6031,Pan redondo 5 semillas,1.45,0.5,kg
6032,Barra de pan tradicional,1.15,0.7,kg
6033,Barra de pan multifibras,1.0,0.6,kg
6034,Pan de molde espelta 100% integral Hacendado,1.2,2.75,kg
6035,Pan de molde con 35% avena Hacendado 0% azucares anadidos con harina 100% integral,1.35,5.52,kg
6036,Pan de molde semillas y pipas de calabaza Hacendado,1.68,8.12,kg
6037,Pan de sandwich cereales Hacendado,1.09,2.48,kg
6038,Pan de molde con 52% centeno Hacendado,1.39,10.08,kg
6039,Pan de molde 12 cereales y semillas Hacendado,1.5,12.24,kg
6040,Pan 82% integral de centeno Hacendado,1.25,0.5,kg
6041,Hogaza 100% natural,1.0,0.365,kg
6042,Hogaza sin gluten,2.6,0.3,kg
6043,Pan del abuelo,1.2,0.5,kg
6044,Tortillas de trigo integrales Hacendado,1.5,3.6,kg
6045,Pan maxi hamburguesa Hacendado,0.79,1.2,kg
6046,Tortillas de trigo Hacendado,1.11,3.6,kg
6047,Pan hot dog Hacendado,0.7,1.98,kg
6048,Pan de hamburguesa Hacendado sin sesamo,0.85,0.88,kg
6049,Maxi tortillas de trigo Hacendado,1.35,2.16,kg
6050,Mini bocados Hacendado,1.0,1.32,kg
6051,Pan de Pita Original precocido,1.19,0.4,kg
6052,Tortillas de maiz sin gluten Old El Paso,1.95,2.08,kg
6053,Piadinas pan estilo italiano Hacendado,1.95,1.28,kg
6054,Mini tortillas de trigo Hacendado,1.5,0.3,kg
6055,Pan de hamburguesa 100% integral Hacendado,1.1,1.32,kg
6056,Pan de hamburguesa Brioche Hacendado,0.8,0.22,kg
6057,Pan de hamburguesa sin gluten Hacendado,2.0,0.32,kg
6058,Panecillo tostado 100% integral de trigo Hacendado,0.7,0.3,kg
6059,Pan tostado classic Hacendado,1.3,3.3,kg
6060,Panecillo tostado classic Hacendado,0.7,0.3,kg
6061,Mini biscotes de trigo Minigrill,0.5,7.2,kg
6062,Pan tostado con tomate Hacendado,0.9,0.17,kg
6063,Mini tostadas de trigo Minigrill extra finas,1.0,0.1,kg
6064,Pan tostado cereales y semillas Hacendado,1.99,3.3,kg
6065,Pan tostado con ajo y perejil Hacendado,0.9,0.17,kg
6066,Panecillos tostados cereales y semillas Hacendado,0.9,0.25,kg
6067,Pan tostado pasas Hacendado,1.0,0.12,kg
6068,Pan tostado para dipear y untar Pan Spezial,1.4,0.25,kg
6069,Mini tostas de trigo integrales Minigrill extra finas,1.0,0.1,kg
6070,Pan tostado 100% integral bajo en sal y en azucares Hacendado,1.95,3.24,kg
6071,Mini biscotes integrales Minigrill,0.5,7.2,kg
6072,Pan tostado 100% espelta integral Hacendado,1.3,0.25,kg
6073,Pan tostado vitalite Wasa,2.25,0.28,kg
6074,Pan tostado 100% integral,1.45,3.3,kg
6075,Pan rallado Hacendado,0.6,0.75,kg
6076,Pan rallado con ajo y perejil Hacendado,0.7,0.5,kg
6077,Pan rallado casero Hacendado,0.88,0.5,kg
6078,Pan rallado sin gluten Hacendado,1.95,0.35,kg
6079,Crackers integrales de espelta Bachman,1.6,0.96,kg
6080,Pan de fibra y sesamo Hacendado,0.9,6.5,kg
6081,Crakers tuc saladas Lu,1.55,0.4,kg
6082,Galletas saladas salpicks Galbusera,1.5,6.4,kg
6083,Crackers 30% integral Galbusera,1.6,7.0,kg
6084,Crackers con sal Galbusera,1.6,7.0,kg
6085,Mini tartaletas Confiletas,1.65,1.792,kg
6086,Mini volovanes Confiletas,1.5,0.72,kg
6087,Crackers sin gluten Hacendado con romero,1.5,1.2,kg
6088,Volovanes Confiletas,1.85,0.9,kg
6089,Crujiletas Confiletas,1.9,0.264,kg
6090,Tostadas sin gluten Hacendado,1.45,1.8,kg
6091,Picos saladitos Hacendado,1.0,0.25,kg
6092,Picos Hacendado,0.45,0.25,kg
6093,Regana Hacendado,0.68,0.25,kg
6094,Piquitos bajos en sal Hacendado,1.1,0.25,kg
6095,Grissini palitos de pan con sesamo Hacendado,1.35,0.2,kg
6096,Picos camperos de Jerez Hacendado,1.08,0.4,kg
6097,Rosquillas Hacendado,0.6,0.25,kg
6098,Grissini palitos de pan Hacendado,1.5,1.0,kg
6099,Picos sin gluten Hacendado,1.5,0.1,kg
6100,Picos reventaos Hacendado,0.6,0.25,kg
6101,Palitos de pan con pipas Anitin,1.19,0.166,kg
6102,Palitos con frutos secos Hacendado,0.95,0.12,kg
6103,Palitos de pan con cereales y trigo espelta 25% Anitin,1.19,0.15,kg
6104,Palitos de pan con chocolate Anitin,1.19,0.18,kg
6105,Palitos de pan 100% integral Anitin,1.19,0.166,kg
6106,Palitos de pan con queso Anitin,1.19,0.142,kg
6107,Panes especiales con tomate y oregano Hacendado,0.65,0.08,kg
6108,Panes especiales sabor pizza con queso Hacendado,0.6,0.08,kg
6109,Picatostes fritos Hacendado,0.75,0.1,kg
6110,Picatostes fritos con ajo Hacendado,0.75,0.1,kg
6111,Picatostes tostados Hacendado,0.65,0.1,kg
6112,Berlina al cacao,1.2,0.96,kg
6113,Berlina al cacao,2.0,3.84,kg
6114,Croissant de mantequilla 26%,0.29,0.05,kg
6115,Berlina glace,1.2,0.8,kg
6116,Trenza con nueces 4%,0.6,0.08,kg
6117,Rosquillas al cacao,1.0,1.274,kg
6118,12 Mini croissants de mantequilla,1.5,2.88,kg
6119,Pastel de crema 65%,0.34,0.05,kg
6120,6 Caracolas rellenas de cacao,1.25,1.68,kg
6121,Ensaimada,0.65,0.083,kg
6122,Napolitana 3 chocolates 29%,0.7,0.085,kg
6123,Bizcocho tradicional Hacendado,1.79,0.45,kg
6124,Caracola con pasas 10%,0.65,0.103,kg
6125,Bizcocho de chocolate,3.0,0.8,kg
6126,8 Magdalenas con azucar,1.55,3.04,kg
6127,Bizcocho con azucar moreno y nueces,2.4,0.43,kg
6128,Magdalenas con pepitas de chocolate,1.75,3.04,kg
6129,8 Medias noches,1.55,1.76,kg
6130,Muffin chocolate 3%,1.0,0.12,kg
6131,Magdalenas 100% integrales sin azucares anadidos,2.5,3.04,kg
6132,Magdalenas de yogur,1.15,2.7,kg
6133,Bizcocho sin gluten y sin lactosa,2.25,0.3,kg
6134,Magdalenas sin gluten y sin lactosa,2.1,1.8,kg
6135,Xuxu relleno de crema 49%,0.43,0.051,kg
6136,Xuxu rayado relleno de chocolate 57%,0.43,0.058,kg
6137,Bizcocho de chocolate sin gluten y sin lactosa,2.8,0.3,kg
6138,Surtido croissants rellenos de crema de cacao y crema con leche sabor a chocolate blanco,2.0,2.4,kg
6139,Bizcocho cuna relleno de crema cubierto de chocolate,1.3,0.22,kg
6140,3 Croissants curvados de mantequilla 24%,1.0,0.54,kg
6141,Croissant de albaricoque 6% con curcuma,0.9,0.06,kg
6142,Bizcocho de yogur Hacendado,2.75,0.8,kg
